id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-000762,IL,2004-01-02,02:45,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,African American,Black,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Chev 2003,,ILLINOIS STATE POLICE 15
IL-2004-000763,IL,2004-01-02,02:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1979.0,25.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Pont 1999,,ILLINOIS STATE POLICE 15
IL-2004-000764,IL,2004-01-02,03:00,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1962.0,42.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Linc 1998,,ILLINOIS STATE POLICE 22
IL-2004-000765,IL,2004-01-02,03:20,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1983.0,21.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ford 1991,,ILLINOIS STATE POLICE 03
IL-2004-000766,IL,2004-01-02,03:35,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1988,,ILLINOIS STATE POLICE 22
IL-2004-000767,IL,2004-01-02,03:48,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1957.0,47.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Chev 1991,,ILLINOIS STATE POLICE 13
IL-2004-000768,IL,2004-01-02,03:55,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1985.0,19.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Hond 2001,,ILLINOIS STATE POLICE 15
IL-2004-000769,IL,2004-01-02,03:58,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1994,,ILLINOIS STATE POLICE 21
IL-2004-000770,IL,2004-01-02,04:00,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Satu 2001,,ILLINOIS STATE POLICE 10
IL-2004-000771,IL,2004-01-02,04:00,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1956.0,48.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2003,,ILLINOIS STATE POLICE 13
IL-2004-000772,IL,2004-01-02,04:05,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1955.0,49.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pete 1998,,ILLINOIS STATE POLICE 09
IL-2004-000773,IL,2004-01-02,04:18,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Merc 1993,,ILLINOIS STATE POLICE 15
IL-2004-000774,IL,2004-01-02,04:20,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1950.0,54.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Isuz 1997,,ILLINOIS STATE POLICE 22
IL-2004-000775,IL,2004-01-02,04:25,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1965.0,39.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 2001,,ILLINOIS STATE POLICE 15
IL-2004-000776,IL,2004-01-02,04:29,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Intl 1999,,ILLINOIS STATE POLICE 10
IL-2004-000777,IL,2004-01-02,04:40,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1942.0,62.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Cadi 2002,,ILLINOIS STATE POLICE 22
IL-2004-000778,IL,2004-01-02,04:56,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Mits 1994,,ILLINOIS STATE POLICE 15
IL-2004-000779,IL,2004-01-02,05:25,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1980.0,24.0,Hispanic,Hispanic,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Strn 1994,,ILLINOIS STATE POLICE 02
IL-2004-000780,IL,2004-01-02,05:32,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 2002,,ILLINOIS STATE POLICE 10
IL-2004-000781,IL,2004-01-02,05:42,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1967.0,37.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1996,,ILLINOIS STATE POLICE 18
IL-2004-000782,IL,2004-01-02,05:43,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1969.0,35.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 1998,,ILLINOIS STATE POLICE 18
IL-2004-000783,IL,2004-01-02,05:50,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1978.0,26.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Olds 2001,,ILLINOIS STATE POLICE 12
IL-2004-000784,IL,2004-01-02,05:55,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Mits 2002,,ILLINOIS STATE POLICE 15
IL-2004-000785,IL,2004-01-02,06:05,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1968.0,36.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1996,,ILLINOIS STATE POLICE 16
IL-2004-000786,IL,2004-01-02,06:24,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1968.0,36.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Jeep 1996,,ILLINOIS STATE POLICE 18
IL-2004-000787,IL,2004-01-02,06:28,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2000,,ILLINOIS STATE POLICE 09
IL-2004-000788,IL,2004-01-02,06:28,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1956.0,48.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Chev 2001,,ILLINOIS STATE POLICE 16
IL-2004-000789,IL,2004-01-02,06:32,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1956.0,48.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2000,,ILLINOIS STATE POLICE 08
IL-2004-000790,IL,2004-01-02,06:47,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1970.0,34.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Jeep 1999,,ILLINOIS STATE POLICE 15
IL-2004-000791,IL,2004-01-02,06:50,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1976.0,28.0,Asian/Pacific Islander,Asian,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2001,,ILLINOIS STATE POLICE 03
IL-2004-000792,IL,2004-01-02,06:50,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1985.0,19.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1998,,ILLINOIS STATE POLICE 03
IL-2004-000793,IL,2004-01-02,06:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1975.0,29.0,Hispanic,Hispanic,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Chev 1997,,ILLINOIS STATE POLICE 15
IL-2004-000794,IL,2004-01-02,06:55,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ford 1996,,ILLINOIS STATE POLICE 09
IL-2004-000795,IL,2004-01-02,06:56,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 1996,,ILLINOIS STATE POLICE 16
IL-2004-000796,IL,2004-01-02,06:59,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1942.0,62.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Chev 2001,,ILLINOIS STATE POLICE 15
IL-2004-000797,IL,2004-01-02,07:00,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1969.0,35.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 2002,,ILLINOIS STATE POLICE 16
IL-2004-000798,IL,2004-01-02,07:00,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1943.0,61.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Jeep 2004,,ILLINOIS STATE POLICE 16
IL-2004-000799,IL,2004-01-02,07:00,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1999,,ILLINOIS STATE POLICE 11
IL-2004-000800,IL,2004-01-02,07:10,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1946.0,58.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2003,,ILLINOIS STATE POLICE 10
IL-2004-000801,IL,2004-01-02,07:10,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1936.0,68.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jeep 2003,,ILLINOIS STATE POLICE 16
IL-2004-000802,IL,2004-01-02,07:14,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1956.0,48.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2001,,ILLINOIS STATE POLICE 10
IL-2004-000803,IL,2004-01-02,07:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 15
IL-2004-000804,IL,2004-01-02,07:15,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1994,,ILLINOIS STATE POLICE 22
IL-2004-000805,IL,2004-01-02,07:15,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Other",Moving violation,TRUE,Reasonable Suspicion,Reasonable Suspicion,FALSE,Citation,,,Dodg 1986,,ILLINOIS STATE POLICE 13
IL-2004-000806,IL,2004-01-02,07:25,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1949.0,55.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1989,,ILLINOIS STATE POLICE 16
IL-2004-000807,IL,2004-01-02,07:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1961.0,43.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Mack 2000,,ILLINOIS STATE POLICE 15
IL-2004-000808,IL,2004-01-02,07:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Moving Violation,Traffic Sign or Signal",Safe movement,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 15
IL-2004-000809,IL,2004-01-02,07:30,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Hond 2001,,ILLINOIS STATE POLICE 22
IL-2004-000810,IL,2004-01-02,07:31,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1959.0,45.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Kia 2002,,ILLINOIS STATE POLICE 11
IL-2004-000811,IL,2004-01-02,07:33,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2002,,ILLINOIS STATE POLICE 18
IL-2004-000812,IL,2004-01-02,07:34,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1945.0,59.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Chry 1991,,ILLINOIS STATE POLICE 10
IL-2004-000813,IL,2004-01-02,07:35,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Olds 2003,,ILLINOIS STATE POLICE 10
IL-2004-000814,IL,2004-01-02,07:35,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Dodg 1990,,ILLINOIS STATE POLICE 06
IL-2004-000815,IL,2004-01-02,07:44,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2001,,ILLINOIS STATE POLICE 15
IL-2004-000816,IL,2004-01-02,07:50,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1958.0,46.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1998,,ILLINOIS STATE POLICE 22
IL-2004-000817,IL,2004-01-02,07:50,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1952.0,52.0,Caucasian,White,"Moving Violation,Follow too Close",Safe movement,FALSE,,,FALSE,Citation,,,Ford 1993,,ILLINOIS STATE POLICE 03
IL-2004-000818,IL,2004-01-02,07:57,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1954.0,50.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1999,,ILLINOIS STATE POLICE 10
IL-2004-000819,IL,2004-01-02,08:00,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1975.0,29.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2004,,ILLINOIS STATE POLICE 18
IL-2004-000820,IL,2004-01-02,08:02,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1947.0,57.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 16
IL-2004-000821,IL,2004-01-02,08:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1957.0,47.0,Hispanic,Hispanic,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Merc 1997,,ILLINOIS STATE POLICE 15
IL-2004-000822,IL,2004-01-02,08:06,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Hyun 2002,,ILLINOIS STATE POLICE 22
IL-2004-000823,IL,2004-01-02,08:06,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2000,,ILLINOIS STATE POLICE 10
IL-2004-000824,IL,2004-01-02,08:10,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1953.0,51.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Written Warning,,,Chry 1993,,ILLINOIS STATE POLICE 15
IL-2004-000825,IL,2004-01-02,08:10,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1970.0,34.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 18
IL-2004-000826,IL,2004-01-02,08:11,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1968.0,36.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1996,,ILLINOIS STATE POLICE 10
IL-2004-000827,IL,2004-01-02,08:14,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1982.0,22.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2004,,ILLINOIS STATE POLICE 11
IL-2004-000828,IL,2004-01-02,08:19,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1978.0,26.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 03
IL-2004-000829,IL,2004-01-02,08:19,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1997,,ILLINOIS STATE POLICE 09
IL-2004-000830,IL,2004-01-02,08:20,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Pont 2000,,ILLINOIS STATE POLICE 13
IL-2004-000831,IL,2004-01-02,08:25,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1979.0,25.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1998,,ILLINOIS STATE POLICE 22
IL-2004-000832,IL,2004-01-02,08:29,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1979.0,25.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2002,,ILLINOIS STATE POLICE 10
IL-2004-000833,IL,2004-01-02,08:30,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1969.0,35.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 1992,,ILLINOIS STATE POLICE 03
IL-2004-000834,IL,2004-01-02,08:30,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2000,,ILLINOIS STATE POLICE 12
IL-2004-000835,IL,2004-01-02,08:30,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1957.0,47.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1995,,ILLINOIS STATE POLICE 11
IL-2004-000836,IL,2004-01-02,08:32,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,F,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2000,,ILLINOIS STATE POLICE 05
IL-2004-000837,IL,2004-01-02,08:35,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Buic 1980,,ILLINOIS STATE POLICE 15
IL-2004-000838,IL,2004-01-02,08:40,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1960.0,44.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2002,,ILLINOIS STATE POLICE 16
IL-2004-000839,IL,2004-01-02,08:45,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1971.0,33.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merz 2001,,ILLINOIS STATE POLICE 11
IL-2004-000840,IL,2004-01-02,08:48,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1925.0,79.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chry 2001,,ILLINOIS STATE POLICE 17
IL-2004-000841,IL,2004-01-02,08:49,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1973.0,31.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Chev 2000,,ILLINOIS STATE POLICE 02
IL-2004-000842,IL,2004-01-02,08:50,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1962.0,42.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2003,,ILLINOIS STATE POLICE 11
IL-2004-000843,IL,2004-01-02,08:50,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,F,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Satu 2002,,ILLINOIS STATE POLICE 09
IL-2004-000844,IL,2004-01-02,08:54,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1961.0,43.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2003,,ILLINOIS STATE POLICE 10
IL-2004-000845,IL,2004-01-02,08:55,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mts 2003,,ILLINOIS STATE POLICE 15
IL-2004-000846,IL,2004-01-02,08:59,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2001,,ILLINOIS STATE POLICE 11
IL-2004-000847,IL,2004-01-02,08:59,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Chry 1994,,ILLINOIS STATE POLICE 18
IL-2004-000848,IL,2004-01-02,09:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1970.0,34.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Mits 1997,,ILLINOIS STATE POLICE 15
IL-2004-000849,IL,2004-01-02,09:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1979.0,25.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Merc 1994,,ILLINOIS STATE POLICE 15
IL-2004-000850,IL,2004-01-02,09:04,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,F,1971.0,33.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Kia 2001,,ILLINOIS STATE POLICE 19
IL-2004-000851,IL,2004-01-02,09:04,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1935.0,69.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Volv 2002,,ILLINOIS STATE POLICE 18
IL-2004-000852,IL,2004-01-02,09:05,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hyun 2003,,ILLINOIS STATE POLICE 16
IL-2004-000853,IL,2004-01-02,09:05,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Intl 1995,,ILLINOIS STATE POLICE 15
IL-2004-000854,IL,2004-01-02,09:05,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Plym 1992,,ILLINOIS STATE POLICE 12
IL-2004-000855,IL,2004-01-02,09:09,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1974.0,30.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 2003,,ILLINOIS STATE POLICE 18
IL-2004-000856,IL,2004-01-02,09:10,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1971.0,33.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Kia 2001,,ILLINOIS STATE POLICE 22
IL-2004-000857,IL,2004-01-02,09:10,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1951.0,53.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2002,,ILLINOIS STATE POLICE 18
IL-2004-000858,IL,2004-01-02,09:14,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1932.0,72.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jagu 2003,,ILLINOIS STATE POLICE 11
IL-2004-000859,IL,2004-01-02,09:15,ILLINOIS STATE POLICE 20,,,20,Illinois State Police,F,1973.0,31.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Jeep 1996,,ILLINOIS STATE POLICE 20
IL-2004-000860,IL,2004-01-02,09:16,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 2004,,ILLINOIS STATE POLICE 18
IL-2004-000861,IL,2004-01-02,09:18,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1936.0,68.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2000,,ILLINOIS STATE POLICE 11
IL-2004-000862,IL,2004-01-02,09:19,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Isuz 1993,,ILLINOIS STATE POLICE 16
